time,height,width,Gaze point X,Gaze point Y
2022-10-15 22:36:45.930000,1080,1920,875,411
2022-10-15 22:36:45.950000,1080,1920,881,427
2022-10-15 22:36:45.960000,1080,1920,880,429
2022-10-15 22:36:45.980000,1080,1920,879,424
2022-10-15 22:36:46,1080,1920,882,416
2022-10-15 22:36:46.010000,1080,1920,883,411
2022-10-15 22:36:46.030000,1080,1920,889,408
2022-10-15 22:36:46.050000,1080,1920,885,403
2022-10-15 22:36:46.060000,1080,1920,885,403
2022-10-15 22:36:46.080000,1080,1920,885,401
2022-10-15 22:36:46.100000,1080,1920,885,412
2022-10-15 22:36:46.110000,1080,1920,897,413
2022-10-15 22:36:46.130000,1080,1920,916,415
2022-10-15 22:36:46.150000,1080,1920,919,412
2022-10-15 22:36:46.160000,1080,1920,918,412
2022-10-15 22:36:46.180000,1080,1920,912,410
2022-10-15 22:36:46.200000,1080,1920,909,406
2022-10-15 22:36:46.210000,1080,1920,911,418
2022-10-15 22:36:46.230000,1080,1920,920,439
2022-10-15 22:36:46.250000,1080,1920,924,437
2022-10-15 22:36:46.380000,1080,1920,748,685
2022-10-15 22:36:46.400000,1080,1920,869,597
2022-10-15 22:36:46.410000,1080,1920,919,412
2022-10-15 22:36:46.430000,1080,1920,904,362
2022-10-15 22:36:46.450000,1080,1920,911,366
2022-10-15 22:36:46.460000,1080,1920,909,370
2022-10-15 22:36:46.480000,1080,1920,910,377
2022-10-15 22:36:46.500000,1080,1920,909,363
2022-10-15 22:36:46.510000,1080,1920,906,365
2022-10-15 22:36:46.530000,1080,1920,911,368
2022-10-15 22:36:46.550000,1080,1920,920,367
2022-10-15 22:36:46.560000,1080,1920,916,366
2022-10-15 22:36:46.580000,1080,1920,909,370
2022-10-15 22:36:46.600000,1080,1920,913,370
2022-10-15 22:36:46.610000,1080,1920,907,369
2022-10-15 22:36:46.630000,1080,1920,909,373
2022-10-15 22:36:46.650000,1080,1920,918,373
2022-10-15 22:36:46.660000,1080,1920,913,376
2022-10-15 22:36:46.680000,1080,1920,904,376
2022-10-15 22:36:46.700000,1080,1920,905,366
2022-10-15 22:36:46.710000,1080,1920,912,365
2022-10-15 22:36:46.730000,1080,1920,907,381
2022-10-15 22:36:46.750000,1080,1920,907,385
2022-10-15 22:36:46.760000,1080,1920,913,382
2022-10-15 22:36:46.780000,1080,1920,912,383
2022-10-15 22:36:46.800000,1080,1920,917,382
2022-10-15 22:36:46.810000,1080,1920,920,380
2022-10-15 22:36:46.830000,1080,1920,918,385
2022-10-15 22:36:46.850000,1080,1920,919,384
2022-10-15 22:36:46.860000,1080,1920,915,382
2022-10-15 22:36:46.880000,1080,1920,913,383
2022-10-15 22:36:46.900000,1080,1920,912,385
2022-10-15 22:36:46.910000,1080,1920,907,389
2022-10-15 22:36:46.930000,1080,1920,914,386
2022-10-15 22:36:46.950000,1080,1920,912,383
2022-10-15 22:36:46.960000,1080,1920,911,384
2022-10-15 22:36:46.980000,1080,1920,917,387
2022-10-15 22:36:47,1080,1920,915,391
2022-10-15 22:36:47.010000,1080,1920,912,389
2022-10-15 22:36:47.030000,1080,1920,920,381
2022-10-15 22:36:47.050000,1080,1920,923,382
2022-10-15 22:36:47.060000,1080,1920,917,383
2022-10-15 22:36:47.080000,1080,1920,913,381
2022-10-15 22:36:47.100000,1080,1920,914,387
2022-10-15 22:36:47.110000,1080,1920,919,389
2022-10-15 22:36:47.130000,1080,1920,920,380
2022-10-15 22:36:47.150000,1080,1920,917,382
2022-10-15 22:36:47.160000,1080,1920,914,376
2022-10-15 22:36:47.180000,1080,1920,918,380
2022-10-15 22:36:47.200000,1080,1920,916,392
2022-10-15 22:36:47.210000,1080,1920,915,388
2022-10-15 22:36:47.230000,1080,1920,916,387
2022-10-15 22:36:47.250000,1080,1920,915,390
2022-10-15 22:36:47.260000,1080,1920,913,395
2022-10-15 22:36:47.280000,1080,1920,912,392
2022-10-15 22:36:47.300000,1080,1920,917,388
2022-10-15 22:36:47.310000,1080,1920,919,388
2022-10-15 22:36:47.330000,1080,1920,919,391
2022-10-15 22:36:47.350000,1080,1920,918,391
2022-10-15 22:36:47.360000,1080,1920,912,393
2022-10-15 22:36:47.380000,1080,1920,913,392
2022-10-15 22:36:47.400000,1080,1920,917,391
2022-10-15 22:36:47.410000,1080,1920,922,392
2022-10-15 22:36:47.430000,1080,1920,922,390
2022-10-15 22:36:47.450000,1080,1920,920,390
2022-10-15 22:36:47.460000,1080,1920,914,392
2022-10-15 22:36:47.480000,1080,1920,915,398
2022-10-15 22:36:47.500000,1080,1920,916,401
2022-10-15 22:36:47.510000,1080,1920,913,398
2022-10-15 22:36:47.530000,1080,1920,914,402
2022-10-15 22:36:47.550000,1080,1920,919,402
2022-10-15 22:36:47.560000,1080,1920,916,403
2022-10-15 22:36:47.580000,1080,1920,919,407
2022-10-15 22:36:47.600000,1080,1920,925,394
2022-10-15 22:36:47.610000,1080,1920,921,390
2022-10-15 22:36:47.630000,1080,1920,917,404
2022-10-15 22:36:47.650000,1080,1920,913,405
2022-10-15 22:36:47.660000,1080,1920,914,405
2022-10-15 22:36:47.680000,1080,1920,919,403
2022-10-15 22:36:47.700000,1080,1920,918,402
2022-10-15 22:36:47.710000,1080,1920,917,401
2022-10-15 22:36:47.730000,1080,1920,914,411
2022-10-15 22:36:47.750000,1080,1920,909,412
2022-10-15 22:36:47.760000,1080,1920,911,400
2022-10-15 22:36:47.780000,1080,1920,914,399
2022-10-15 22:36:47.800000,1080,1920,916,403
2022-10-15 22:36:47.810000,1080,1920,918,399
2022-10-15 22:36:47.830000,1080,1920,913,413
2022-10-15 22:36:47.850000,1080,1920,914,413
2022-10-15 22:36:47.860000,1080,1920,917,408
2022-10-15 22:36:47.880000,1080,1920,917,413
2022-10-15 22:36:47.900000,1080,1920,919,408
2022-10-15 22:36:47.910000,1080,1920,918,412
2022-10-15 22:36:47.930000,1080,1920,920,408
2022-10-15 22:36:47.950000,1080,1920,918,407
2022-10-15 22:36:47.960000,1080,1920,915,407
2022-10-15 22:36:47.980000,1080,1920,915,409
2022-10-15 22:36:48,1080,1920,915,410
2022-10-15 22:36:48.010000,1080,1920,917,410
2022-10-15 22:36:48.030000,1080,1920,919,411
2022-10-15 22:36:48.050000,1080,1920,917,403
2022-10-15 22:36:48.060000,1080,1920,918,400
2022-10-15 22:36:48.080000,1080,1920,918,410
2022-10-15 22:36:48.100000,1080,1920,918,413
2022-10-15 22:36:48.110000,1080,1920,918,409
2022-10-15 22:36:48.130000,1080,1920,922,404
2022-10-15 22:36:48.150000,1080,1920,918,403
2022-10-15 22:36:48.160000,1080,1920,914,405
2022-10-15 22:36:48.180000,1080,1920,919,414
2022-10-15 22:36:48.200000,1080,1920,918,417
2022-10-15 22:36:48.210000,1080,1920,919,413
2022-10-15 22:36:48.230000,1080,1920,917,420
2022-10-15 22:36:48.240000,1080,1920,917,421
2022-10-15 22:36:48.260000,1080,1920,920,418
2022-10-15 22:36:48.280000,1080,1920,912,423
2022-10-15 22:36:48.290000,1080,1920,912,426
2022-10-15 22:36:48.310000,1080,1920,920,426
2022-10-15 22:36:48.330000,1080,1920,920,421
2022-10-15 22:36:48.350000,1080,1920,916,421
2022-10-15 22:36:48.360000,1080,1920,914,428
2022-10-15 22:36:48.380000,1080,1920,915,424
2022-10-15 22:36:48.400000,1080,1920,915,420
2022-10-15 22:36:48.410000,1080,1920,915,420
2022-10-15 22:36:48.430000,1080,1920,912,423
2022-10-15 22:36:48.450000,1080,1920,909,423
2022-10-15 22:36:48.460000,1080,1920,913,420
2022-10-15 22:36:48.480000,1080,1920,914,424
